rainfall_1h,rainfall_3h,rainfall_24h,humidity,temperature,wind_speed,month,is_rainy_season,elevation_m,distance_to_river_km,soil_type_encoded,rain_intensity,rain_persistence,saturation_index,drainage_score,heat_humidity,city_risk,label
114.766,143.218,334.516,50.37,30.92,10.78,6,1,10.897,0.0773,1,114.766,47.7394,0.5037,0.05,15.572,0.25,awas
2.024,5.019,15.056,65.72,35.51,23.82,12,0,7.436,0.2817,1,2.024,1.6732,0.6572,0.15,23.338,0.35,siaga
0.0,0.0,0.0,96.55,7.58,15.19,1,0,12.97,0.05,2,0.0,0.0,0.9655,0.35,7.319,0.15,siaga
0.0,0.0,0.0,72.32,27.48,23.63,3,0,8.713,0.3201,2,0.0,0.0,0.7232,0.15,19.873,0.8,siaga
0.0,0.0,0.0,33.68,12.43,20.11,10,0,0.031,0.5047,3,0.0,0.0,0.3368,0.05,4.185,0.65,siaga
9.033,18.774,43.904,68.6,20.54,2.9,8,1,16.451,0.0529,2,9.033,6.2582,0.686,0.05,14.087,0.55,siaga
1.305,3.115,15.559,83.24,4.05,0.24,1,0,0.0,0.1704,2,1.305,1.0383,0.8324,0.15,3.372,0.45,siaga
18.688,29.151,75.302,88.98,23.41,3.9,11,0,1.077,0.627,3,18.688,9.717,0.8898,0.15,20.825,0.2,siaga
0.0,0.0,0.0,46.39,6.86,11.1,8,1,3.584,0.3413,2,0.0,0.0,0.4639,0.35,3.181,0.65,waspada
3.673,10.93,54.519,46.92,18.45,19.81,11,0,24.312,0.1387,2,3.673,3.6435,0.4692,0.15,8.655,0.15,siaga
3.035,6.032,17.048,40.35,8.84,28.69,3,0,10.104,0.05,3,3.035,2.0106,0.4035,0.05,3.569,0.45,siaga
0.0,0.0,0.0,36.88,31.59,0.07,9,1,11.761,0.4885,3,0.0,0.0,0.3688,0.15,11.652,0.35,waspada
20.024,47.321,129.77,41.29,18.95,26.78,12,0,9.98,0.6309,2,20.024,15.7735,0.4129,0.15,7.824,0.5,siaga
0.0,0.0,0.0,89.52,26.17,11.0,1,0,6.44,0.05,2,0.0,0.0,0.8952,0.55,23.428,0.6,siaga
0.0,0.0,0.0,77.97,26.32,5.34,7,1,9.745,0.1063,3,0.0,0.0,0.7797,0.05,20.522,0.8,siaga
8.716,14.193,37.228,93.69,13.17,10.6,3,0,11.767,0.2189,3,8.716,4.731,0.9369,0.35,12.337,0.5,siaga
56.319,96.421,252.623,49.47,24.39,5.67,8,1,1.904,0.05,2,56.319,32.1404,0.4947,0.15,12.065,0.55,awas
12.759,27.671,55.623,77.82,35.43,17.59,8,1,15.614,0.05,1,12.759,9.2238,0.7782,0.35,27.567,0.7,siaga
13.618,31.82,86.186,71.68,16.13,24.97,1,0,18.782,0.05,3,13.618,10.6068,0.7168,0.15,11.563,0.45,siaga
6.519,12.887,40.664,95.4,34.9,10.6,10,0,0.0,0.4665,1,6.519,4.2957,0.954,0.35,33.297,0.35,siaga
59.661,125.019,369.997,44.89,24.2,11.01,9,1,25.113,0.2279,3,59.661,41.6729,0.4489,0.85,10.863,0.65,siaga
3.289,6.296,26.847,45.52,9.45,22.27,2,0,13.473,0.3143,3,3.289,2.0988,0.4552,0.15,4.3,0.35,siaga
6.279,14.724,54.596,47.26,6.35,24.52,8,1,10.857,0.6207,3,6.279,4.908,0.4726,0.35,3.004,0.75,siaga
5.211,7.897,19.619,41.71,2.42,2.51,10,0,10.58,0.1368,3,5.211,2.6323,0.4171,0.35,1.008,0.6,waspada
0.0,0.0,0.0,47.91,12.66,2.81,9,1,11.5,0.0558,2,0.0,0.0,0.4791,0.15,6.065,0.55,siaga
0.0,0.0,0.0,35.31,35.7,29.7,8,1,10.153,0.4014,3,0.0,0.0,0.3531,0.55,12.603,0.6,waspada
10.628,23.138,52.016,76.43,24.27,2.42,8,1,11.667,0.05,2,10.628,7.7126,0.7643,0.15,18.547,0.55,siaga
24.049,58.304,136.51,49.46,8.99,13.25,9,1,8.906,0.7778,3,24.049,19.4346,0.4946,0.75,4.446,0.85,siaga
59.745,107.753,345.637,89.0,15.49,22.75,3,0,14.479,0.1209,3,59.745,35.9178,0.89,0.05,13.79,0.65,awas
44.589,104.783,309.351,96.45,37.88,18.54,4,0,13.174,0.478,3,44.589,34.9276,0.9645,0.35,36.532,0.75,awas
23.339,41.42,87.484,43.6,8.6,25.11,11,0,0.0,0.1726,2,23.339,13.8065,0.436,0.35,3.751,0.5,siaga
0.0,0.0,0.0,92.64,9.7,19.84,11,0,6.965,0.5378,2,0.0,0.0,0.9264,0.35,8.989,0.2,siaga
0.0,0.0,0.0,39.7,24.93,22.52,12,0,5.039,0.05,1,0.0,0.0,0.397,0.15,9.897,0.2,waspada
6.149,16.881,57.67,49.66,25.31,5.01,4,0,9.698,0.4837,3,6.149,5.627,0.4966,0.75,12.57,0.2,waspada
0.0,0.0,0.0,56.86,13.51,33.28,4,0,0.0,0.3156,3,0.0,0.0,0.5686,0.75,7.684,0.4,waspada
11.739,27.233,56.437,59.33,3.72,8.42,5,0,0.0,0.5601,2,11.739,9.0778,0.5933,0.05,2.209,0.5,siaga
4.679,11.451,56.158,32.45,23.4,21.74,10,0,10.0,0.4572,1,4.679,3.8169,0.3245,0.05,7.592,0.25,waspada
0.0,0.0,0.0,36.67,17.7,12.36,12,0,4.914,0.3474,1,0.0,0.0,0.3667,0.15,6.489,0.1,waspada
70.475,146.18,398.623,33.91,26.22,11.74,8,1,0.318,0.3574,3,70.475,48.7266,0.3391,0.75,8.891,0.35,siaga
146.906,202.683,435.162,77.21,33.25,6.22,1,0,0.0,0.3807,1,146.906,67.5609,0.7721,0.55,25.668,0.85,awas
0.0,0.0,0.0,81.51,34.59,5.77,11,0,6.553,0.2881,2,0.0,0.0,0.8151,0.05,28.196,0.25,siaga
0.0,0.0,0.0,65.17,26.7,22.47,7,1,1.481,0.3561,3,0.0,0.0,0.6517,0.55,17.403,0.1,waspada
16.975,39.843,133.14,43.9,26.0,30.11,1,0,9.185,0.05,3,16.975,13.281,0.439,0.15,11.415,0.55,siaga
0.0,0.0,0.0,69.88,24.95,27.58,5,0,0.0,0.1211,2,0.0,0.0,0.6988,0.15,17.435,0.5,siaga
7.102,19.759,53.817,57.13,18.69,25.01,3,0,17.481,0.4492,3,7.102,6.5864,0.5713,0.85,10.678,0.9,waspada
12.583,27.96,81.755,42.02,12.08,17.62,9,1,24.457,0.05,3,12.583,9.3201,0.4202,0.55,5.077,0.1,waspada
6.784,11.637,28.199,37.31,36.5,12.67,2,0,0.257,0.1536,3,6.784,3.8789,0.3731,0.05,13.618,0.65,siaga
7.882,21.541,45.949,91.12,3.35,34.15,11,0,2.44,0.1275,2,7.882,7.1804,0.9112,0.75,3.055,0.7,siaga
104.21,152.128,251.436,32.89,18.19,7.92,9,1,3.525,0.4765,3,104.21,50.7093,0.3289,0.35,5.982,0.5,siaga
119.086,235.271,391.532,76.25,24.87,8.08,9,1,0.0,0.1459,0,119.086,78.4238,0.7625,0.75,18.961,0.65,awas
0.0,0.0,0.0,33.42,8.31,29.65,1,0,17.211,0.2151,3,0.0,0.0,0.3342,0.35,2.776,0.9,waspada
5.647,8.56,40.431,68.5,26.58,16.64,12,0,11.755,0.4494,3,5.647,2.8532,0.685,0.35,18.205,0.3,waspada
13.687,33.681,113.474,58.33,4.28,5.23,5,0,0.0,0.246,3,13.687,11.227,0.5833,0.35,2.499,0.75,siaga
0.0,0.0,0.0,76.41,15.2,29.11,2,0,20.303,0.4566,3,0.0,0.0,0.7641,0.75,11.612,0.45,waspada
9.165,20.498,67.009,30.45,11.74,19.88,6,1,28.099,0.2262,1,9.165,6.8326,0.3045,0.15,3.573,0.3,siaga
0.0,0.0,0.0,79.45,32.44,29.03,11,0,3.384,0.4146,3,0.0,0.0,0.7945,0.35,25.775,0.7,siaga
0.0,0.0,0.0,64.06,29.24,26.73,5,0,14.398,0.5577,3,0.0,0.0,0.6406,0.75,18.735,0.9,waspada
6.524,12.736,53.913,66.88,17.03,31.95,8,1,10.812,0.1644,3,6.524,4.2455,0.6688,0.05,11.386,0.85,siaga
5.457,12.956,46.45,62.93,26.57,11.9,6,1,5.38,0.3397,2,5.457,4.3186,0.6293,0.75,16.721,0.2,waspada
6.4,18.899,70.074,92.01,7.07,30.23,4,0,4.667,0.4209,3,6.4,6.2997,0.9201,0.15,6.502,0.5,siaga
22.032,53.829,111.919,57.32,29.13,34.56,12,0,5.265,0.3749,3,22.032,17.943,0.5732,0.85,16.7,0.35,siaga
0.0,0.0,0.0,50.17,30.59,14.23,10,0,5.737,0.4861,2,0.0,0.0,0.5017,0.15,15.348,0.6,siaga
10.797,17.29,56.387,88.69,37.83,18.41,6,1,4.238,0.3963,2,10.797,5.7632,0.8869,0.15,33.551,0.1,siaga
0.0,0.0,0.0,92.68,19.35,11.05,6,1,0.153,0.05,3,0.0,0.0,0.9268,0.75,17.939,0.4,waspada
19.771,48.352,104.077,37.78,30.35,9.41,12,0,20.885,0.2031,3,19.771,16.1172,0.3778,0.55,11.466,0.6,siaga
0.0,0.0,0.0,82.94,9.27,4.42,1,0,0.0,0.4361,2,0.0,0.0,0.8294,0.15,7.689,0.8,siaga
21.56,49.457,138.348,73.07,4.07,11.69,9,1,1.047,0.0565,1,21.56,16.4857,0.7307,0.15,2.976,0.35,awas
0.0,0.0,0.0,93.07,12.79,35.0,4,0,7.402,0.1941,1,0.0,0.0,0.9307,0.75,11.899,0.85,waspada
0.0,0.0,0.0,46.62,9.54,31.9,8,1,16.974,0.05,3,0.0,0.0,0.4662,0.15,4.449,0.4,waspada
0.0,0.0,0.0,70.44,34.01,18.34,6,1,5.247,0.05,3,0.0,0.0,0.7044,0.05,23.953,0.2,siaga
9.553,16.475,46.559,71.2,6.04,27.96,10,0,0.0,0.1591,3,9.553,5.4916,0.712,0.05,4.297,0.65,siaga
38.488,90.813,303.099,56.05,4.23,27.74,8,1,18.133,0.2057,3,38.488,30.2709,0.5605,0.55,2.372,0.1,siaga
0.0,0.0,0.0,33.76,14.47,2.26,6,1,0.401,0.6981,1,0.0,0.0,0.3376,0.15,4.885,0.2,waspada
10.064,15.631,61.459,42.58,34.62,9.94,4,0,0.0,0.3004,2,10.064,5.2102,0.4258,0.85,14.743,0.25,waspada
3.944,9.581,40.194,90.16,12.56,27.34,9,1,11.281,0.1945,2,3.944,3.1938,0.9016,0.35,11.321,0.4,siaga
10.399,22.071,85.751,65.78,15.84,18.89,1,0,3.519,0.7644,3,10.399,7.3571,0.6578,0.05,10.421,0.3,siaga
19.492,36.885,74.804,92.26,12.82,20.43,3,0,11.604,0.5679,3,19.492,12.295,0.9226,0.75,11.829,0.9,siaga
4.313,11.505,31.25,49.96,34.64,32.59,10,0,0.134,0.2582,2,4.313,3.8351,0.4996,0.15,17.307,0.8,siaga
46.149,92.516,304.738,89.71,12.72,21.94,1,0,9.562,0.0554,2,46.149,30.8388,0.8971,0.15,11.41,0.5,awas
0.0,0.0,0.0,43.89,21.66,14.42,6,1,6.662,0.2624,2,0.0,0.0,0.4389,0.15,9.509,0.45,siaga
66.969,152.585,502.432,40.76,15.01,24.28,1,0,0.0,0.6207,2,66.969,50.8617,0.4076,0.35,6.12,0.25,siaga
0.0,0.0,0.0,45.21,27.98,33.39,9,1,0.0,0.05,3,0.0,0.0,0.4521,0.75,12.651,0.3,waspada
3.589,7.132,16.023,74.48,36.34,17.32,9,1,0.0,0.1174,3,3.589,2.3773,0.7448,0.15,27.062,0.1,siaga
0.0,0.0,0.0,41.97,22.73,20.36,7,1,11.241,0.0527,3,0.0,0.0,0.4197,0.55,9.539,0.45,waspada
0.0,0.0,0.0,96.04,11.37,2.65,3,0,6.536,0.08,2,0.0,0.0,0.9604,0.15,10.922,0.3,siaga
2.704,7.558,21.544,43.11,13.84,0.38,11,0,6.055,0.7362,2,2.704,2.5193,0.4311,0.35,5.966,0.6,waspada
22.364,33.639,93.482,43.88,18.57,16.76,2,0,0.647,0.4264,3,22.364,11.2129,0.4388,0.05,8.15,0.2,siaga
0.71,1.123,3.496,64.47,18.0,16.26,6,1,0.0,0.05,3,0.71,0.3743,0.6447,0.35,11.605,0.3,waspada
4.343,10.178,25.453,97.81,27.11,3.38,6,1,4.899,0.479,3,4.343,3.3925,0.9781,0.15,26.52,0.8,siaga
10.346,21.633,68.398,66.69,31.84,34.67,12,0,3.157,0.6067,3,10.346,7.2111,0.6669,0.35,21.231,0.9,siaga
1.145,2.363,5.671,31.84,14.91,10.61,10,0,3.059,0.05,1,1.145,0.7878,0.3184,0.35,4.748,0.25,waspada
0.0,0.0,0.0,32.96,23.33,1.15,2,0,8.537,0.5234,3,0.0,0.0,0.3296,0.55,7.691,0.65,waspada
7.494,11.249,52.9,83.12,19.39,19.2,12,0,2.44,0.7846,3,7.494,3.7495,0.8312,0.15,16.12,0.5,siaga
0.0,0.0,0.0,89.4,24.46,10.18,12,0,0.0,0.3289,2,0.0,0.0,0.894,0.75,21.866,0.2,waspada
4.517,6.957,15.501,71.59,14.56,21.43,6,1,0.0,0.5861,3,4.517,2.3189,0.7159,0.05,10.421,0.9,siaga
0.0,0.0,0.0,49.57,34.72,24.28,4,0,12.629,0.3979,3,0.0,0.0,0.4957,0.15,17.21,0.6,siaga
17.002,25.894,62.26,34.33,30.33,28.33,7,1,3.073,0.05,3,17.002,8.6314,0.3433,0.15,10.413,0.65,siaga
0.0,0.0,0.0,36.43,13.65,23.7,10,0,0.406,0.1762,3,0.0,0.0,0.3643,0.35,4.973,0.1,waspada
0.619,1.851,3.762,51.38,36.72,13.32,12,0,12.963,0.529,3,0.619,0.617,0.5138,0.15,18.87,0.1,siaga
9.183,16.855,66.066,80.98,23.27,18.05,4,0,4.194,0.2319,3,9.183,5.6183,0.8098,0.15,18.847,0.15,siaga
0.0,0.0,0.0,75.3,33.05,19.01,4,0,0.0,0.1804,3,0.0,0.0,0.753,0.55,24.884,0.75,waspada
1.36,3.962,15.78,74.63,23.96,29.37,7,1,13.989,0.3813,3,1.36,1.3207,0.7463,0.05,17.879,0.2,siaga
0.0,0.0,0.0,82.35,16.66,34.73,1,0,2.732,0.05,3,0.0,0.0,0.8235,0.15,13.723,0.55,siaga
6.486,12.522,56.231,55.15,16.98,34.5,8,1,0.0,0.05,0,6.486,4.174,0.5515,0.15,9.364,0.15,siaga
0.0,0.0,0.0,62.93,13.05,34.66,10,0,8.181,0.2312,3,0.0,0.0,0.6293,0.35,8.211,0.6,siaga
0.0,0.0,0.0,65.84,29.34,34.39,9,1,3.203,0.05,2,0.0,0.0,0.6584,0.55,19.319,0.9,siaga
0.0,0.0,0.0,37.28,5.18,31.41,3,0,14.965,0.3232,2,0.0,0.0,0.3728,0.15,1.932,0.55,waspada
23.429,53.129,200.814,35.31,30.92,9.18,2,0,24.371,0.5649,2,23.429,17.7095,0.3531,0.55,10.919,0.75,siaga
2.454,4.897,24.172,61.95,37.72,21.67,7,1,4.839,0.05,2,2.454,1.6322,0.6195,0.15,23.367,0.8,siaga
2.883,4.605,22.985,78.41,14.8,5.65,1,0,0.995,0.3068,2,2.883,1.535,0.7841,0.15,11.601,0.8,siaga
34.668,62.995,181.569,41.8,3.53,23.7,12,0,0.0,0.5358,3,34.668,20.9984,0.418,0.15,1.477,0.85,siaga
21.947,40.913,157.742,63.0,23.65,9.62,9,1,15.16,0.1933,3,21.947,13.6377,0.63,0.55,14.902,0.75,siaga
49.617,78.848,185.047,67.36,30.62,31.27,9,1,21.551,0.2448,3,49.617,26.2826,0.6736,0.75,20.629,0.45,siaga
5.337,13.386,46.981,55.69,12.29,28.85,2,0,4.24,0.3706,3,5.337,4.4621,0.5569,0.15,6.847,0.85,siaga
0.0,0.0,0.0,37.58,6.14,4.35,10,0,0.0,0.2634,1,0.0,0.0,0.3758,0.35,2.309,0.6,waspada
0.0,0.0,0.0,45.6,19.85,19.59,3,0,5.542,0.1247,3,0.0,0.0,0.456,0.35,9.049,0.65,waspada
0.0,0.0,0.0,31.98,30.74,23.19,4,0,9.86,0.2891,2,0.0,0.0,0.3198,0.35,9.831,0.2,waspada
4.164,10.111,39.241,88.21,3.57,17.23,3,0,0.0,0.05,3,4.164,3.3704,0.8821,0.15,3.15,0.45,siaga
0.0,0.0,0.0,84.61,3.96,30.28,3,0,6.202,0.1924,1,0.0,0.0,0.8461,0.15,3.353,0.4,siaga
0.0,0.0,0.0,87.17,14.64,1.35,5,0,6.494,0.05,3,0.0,0.0,0.8717,0.15,12.761,0.25,siaga
1.389,3.736,17.392,59.98,34.65,19.41,8,1,0.0,0.1884,3,1.389,1.2452,0.5998,0.35,20.783,0.85,siaga
7.623,20.238,93.737,47.79,22.9,28.19,12,0,9.716,0.0531,3,7.623,6.7459,0.4779,0.55,10.945,0.15,waspada
0.0,0.0,0.0,94.98,34.99,2.18,12,0,5.208,0.1803,1,0.0,0.0,0.9498,0.75,33.232,0.2,waspada
18.512,38.888,111.829,65.65,12.45,3.94,7,1,4.494,0.4248,3,18.512,12.9626,0.6565,0.05,8.176,0.75,awas
4.135,11.123,55.524,84.14,37.56,3.35,5,0,4.294,0.3089,3,4.135,3.7075,0.8414,0.35,31.606,0.3,siaga
0.0,0.0,0.0,64.23,10.19,3.98,9,1,0.0,0.1917,3,0.0,0.0,0.6423,0.15,6.546,0.9,siaga
0.0,0.0,0.0,86.16,30.11,9.14,11,0,5.29,0.2281,3,0.0,0.0,0.8616,0.15,25.946,0.15,siaga
7.434,20.838,58.016,67.66,35.91,26.41,4,0,4.057,0.0764,3,7.434,6.946,0.6766,0.55,24.3,0.75,siaga
16.958,32.401,113.393,97.98,26.07,4.59,4,0,12.181,0.05,2,16.958,10.8002,0.9798,0.35,25.544,0.75,awas
6.131,11.01,36.385,74.18,30.06,3.14,1,0,9.428,0.05,3,6.131,3.67,0.7418,0.15,22.302,0.65,siaga
0.0,0.0,0.0,66.68,18.13,5.37,10,0,10.732,0.2022,2,0.0,0.0,0.6668,0.15,12.089,0.7,siaga
0.0,0.0,0.0,48.87,32.9,25.19,5,0,17.143,0.068,3,0.0,0.0,0.4887,0.75,16.079,0.5,waspada
7.18,11.455,52.203,41.03,2.53,6.61,9,1,1.438,0.4876,3,7.18,3.8182,0.4103,0.35,1.036,0.15,waspada
0.0,0.0,0.0,57.93,20.15,25.37,10,0,0.0,0.2538,3,0.0,0.0,0.5793,0.55,11.671,0.7,waspada
5.975,14.091,32.053,90.98,17.68,34.23,12,0,4.44,0.4838,3,5.975,4.6971,0.9098,0.35,16.087,0.3,siaga
0.0,0.0,0.0,41.55,9.05,25.03,6,1,0.0,0.2436,3,0.0,0.0,0.4155,0.75,3.761,0.1,waspada
2.81,5.226,22.521,67.79,24.47,7.59,5,0,14.591,0.1475,1,2.81,1.7421,0.6779,0.15,16.586,0.75,siaga
0.0,0.0,0.0,64.96,29.06,15.01,11,0,5.234,0.1426,3,0.0,0.0,0.6496,0.05,18.875,0.9,siaga
110.973,217.208,524.481,92.67,7.38,3.95,7,1,13.123,0.05,3,110.973,72.4027,0.9267,0.15,6.844,0.25,awas
11.952,24.239,56.789,65.03,2.34,34.15,8,1,11.25,0.0732,1,11.952,8.0798,0.6503,0.35,1.519,0.35,siaga
0.0,0.0,0.0,36.07,18.05,5.17,5,0,13.166,0.05,2,0.0,0.0,0.3607,0.55,6.511,0.65,waspada
32.635,75.454,152.951,90.34,7.98,1.72,10,0,11.333,0.1951,3,32.635,25.1514,0.9034,0.35,7.206,0.75,awas
6.185,17.78,72.323,81.62,13.95,29.86,7,1,0.0,0.2419,2,6.185,5.9267,0.8162,0.75,11.388,0.75,waspada
0.0,0.0,0.0,73.06,23.96,3.86,10,0,1.019,0.05,3,0.0,0.0,0.7306,0.55,17.503,0.1,waspada
0.0,0.0,0.0,34.46,27.24,24.28,9,1,10.26,0.05,3,0.0,0.0,0.3446,0.55,9.384,0.35,waspada
0.0,0.0,0.0,57.86,29.43,2.39,10,0,7.98,0.1955,3,0.0,0.0,0.5786,0.55,17.031,0.6,waspada
0.0,0.0,0.0,51.92,3.16,4.47,4,0,13.232,0.3446,1,0.0,0.0,0.5192,0.15,1.639,0.7,siaga
1.952,4.028,14.66,95.58,17.04,2.37,6,1,1.899,0.05,3,1.952,1.3427,0.9558,0.35,16.29,0.8,siaga
1.397,2.212,10.97,87.58,20.28,14.13,3,0,10.048,0.4218,2,1.397,0.7374,0.8758,0.15,17.762,0.25,siaga
0.0,0.0,0.0,59.84,19.76,27.94,3,0,2.323,0.209,3,0.0,0.0,0.5984,0.75,11.827,0.7,waspada
0.0,0.0,0.0,87.27,16.23,3.01,4,0,12.2,0.05,3,0.0,0.0,0.8727,0.15,14.165,0.65,siaga
2.485,5.752,26.681,38.64,30.08,25.65,2,0,0.0,0.4075,3,2.485,1.9175,0.3864,0.05,11.623,0.25,waspada
0.0,0.0,0.0,78.69,10.74,10.65,5,0,6.393,0.3299,3,0.0,0.0,0.7869,0.15,8.451,0.65,siaga
73.342,173.381,357.005,95.23,12.49,11.39,10,0,2.316,0.05,3,73.342,57.7937,0.9523,0.55,11.898,0.55,awas
0.0,0.0,0.0,59.14,30.08,22.59,12,0,16.757,0.4937,3,0.0,0.0,0.5914,0.15,17.791,0.8,siaga
73.42,175.054,484.303,36.38,28.73,34.25,5,0,11.965,0.344,2,73.42,58.3514,0.3638,0.15,10.451,0.85,awas
7.451,15.85,42.176,87.34,21.48,17.26,11,0,0.656,0.3088,2,7.451,5.2835,0.8734,0.55,18.759,0.1,siaga
0.0,0.0,0.0,77.29,34.24,3.97,1,0,25.128,0.3895,3,0.0,0.0,0.7729,0.75,26.462,0.35,waspada
118.843,194.608,449.465,51.91,14.0,14.89,11,0,12.25,0.05,3,118.843,64.8693,0.5191,0.15,7.27,0.6,awas
0.0,0.0,0.0,79.34,34.6,21.48,6,1,10.0,0.1576,3,0.0,0.0,0.7934,0.55,27.451,0.1,waspada
0.0,0.0,0.0,82.26,13.16,5.72,3,0,0.0,0.3788,3,0.0,0.0,0.8226,0.15,10.825,0.6,siaga
0.629,0.989,3.494,68.28,22.38,18.58,1,0,13.666,0.4224,3,0.629,0.3296,0.6828,0.05,15.282,0.35,siaga
6.407,13.517,65.691,91.06,20.17,20.34,10,0,5.118,0.05,3,6.407,4.5058,0.9106,0.15,18.367,0.35,siaga
0.0,0.0,0.0,84.9,5.12,33.57,7,1,15.676,0.4942,2,0.0,0.0,0.849,0.35,4.348,0.3,siaga
0.794,1.944,4.035,39.31,19.76,8.97,11,0,0.0,0.05,2,0.794,0.6479,0.3931,0.35,7.77,0.7,waspada
4.232,12.249,55.139,38.89,20.57,3.46,10,0,16.434,0.6293,2,4.232,4.083,0.3889,0.15,7.999,0.25,waspada
0.0,0.0,0.0,92.85,14.99,4.14,10,0,13.316,0.3262,1,0.0,0.0,0.9285,0.75,13.914,0.5,waspada
0.0,0.0,0.0,46.25,35.08,21.01,8,1,0.0,0.05,1,0.0,0.0,0.4625,0.35,16.224,0.8,waspada
1.809,5.22,13.048,72.87,23.46,25.22,4,0,7.242,0.3162,2,1.809,1.7399,0.7287,0.35,17.097,0.25,siaga
0.0,0.0,0.0,79.7,14.14,18.28,8,1,1.322,0.1071,2,0.0,0.0,0.797,0.55,11.268,0.45,waspada
117.055,222.893,392.755,81.67,24.7,30.79,5,0,1.875,0.1645,3,117.055,74.2977,0.8167,0.75,20.17,0.5,awas
134.944,232.447,449.148,94.48,34.09,16.02,11,0,10.836,0.2377,2,134.944,77.4825,0.9448,0.35,32.212,0.85,awas
0.0,0.0,0.0,61.13,13.56,11.86,8,1,5.842,0.05,3,0.0,0.0,0.6113,0.55,8.29,0.8,waspada
56.26,106.558,298.262,43.32,4.93,1.69,1,0,17.805,0.1141,3,56.26,35.5192,0.4332,0.35,2.137,0.35,siaga
2.133,5.833,13.509,38.57,7.47,23.47,8,1,2.481,0.2802,1,2.133,1.9444,0.3857,0.55,2.881,0.85,waspada
12.407,28.035,71.769,68.68,33.47,14.04,8,1,20.928,0.0656,3,12.407,9.345,0.6868,0.15,22.988,0.7,siaga
0.0,0.0,0.0,61.74,37.88,3.01,10,0,19.286,0.2066,1,0.0,0.0,0.6174,0.35,23.39,0.8,waspada
3.583,8.447,39.321,62.34,20.68,12.11,1,0,0.0,0.2614,3,3.583,2.8156,0.6234,0.35,12.891,0.1,siaga
0.822,1.476,5.344,93.5,23.31,16.47,10,0,8.21,0.4648,3,0.822,0.4921,0.935,0.35,21.793,0.7,siaga
0.0,0.0,0.0,82.8,14.18,5.11,8,1,0.0,0.1325,0,0.0,0.0,0.828,0.35,11.739,0.8,siaga
18.232,32.814,76.264,37.81,6.22,4.59,7,1,11.998,0.2893,3,18.232,10.9379,0.3781,0.05,2.35,0.2,siaga
6.851,10.808,37.087,59.79,23.08,3.07,4,0,0.495,0.2281,3,6.851,3.6028,0.5979,0.15,13.801,0.9,siaga
6.703,14.694,72.179,38.45,11.97,16.07,2,0,4.511,0.6831,2,6.703,4.898,0.3845,0.15,4.601,0.85,siaga
0.0,0.0,0.0,62.91,9.37,12.47,9,1,0.0,0.2876,2,0.0,0.0,0.6291,0.15,5.895,0.5,siaga
16.265,38.267,84.815,63.52,5.16,9.71,2,0,8.026,0.3864,2,16.265,12.7557,0.6352,0.15,3.278,0.25,siaga
5.992,11.208,30.168,85.44,19.89,30.08,2,0,4.513,0.3055,3,5.992,3.736,0.8544,0.35,16.992,0.4,siaga
11.013,25.465,91.068,46.4,8.82,24.24,7,1,12.644,0.302,2,11.013,8.4883,0.464,0.15,4.09,0.55,siaga
47.614,84.982,292.638,61.12,16.49,17.69,3,0,13.979,0.05,2,47.614,28.3274,0.6112,0.35,10.077,0.25,siaga
0.0,0.0,0.0,86.58,21.58,30.99,5,0,5.532,0.05,3,0.0,0.0,0.8658,0.15,18.679,0.1,siaga
16.195,39.249,119.388,78.66,17.35,0.06,12,0,15.006,0.2465,1,16.195,13.0831,0.7866,0.75,13.651,0.4,siaga
51.678,101.914,327.732,74.7,3.3,31.91,11,0,6.793,0.2489,3,51.678,33.9713,0.747,0.35,2.464,0.15,awas
7.939,16.001,51.873,51.82,14.81,34.32,5,0,1.293,0.2013,1,7.939,5.3336,0.5182,0.15,7.674,0.65,siaga
6.317,17.092,77.156,65.22,17.73,15.6,9,1,2.392,0.4955,0,6.317,5.6973,0.6522,0.35,11.567,0.8,siaga
0.0,0.0,0.0,97.44,29.53,14.91,6,1,2.851,0.106,3,0.0,0.0,0.9744,0.15,28.768,0.55,siaga
9.974,19.929,61.622,40.59,30.1,7.59,9,1,0.806,0.2707,3,9.974,6.6432,0.4059,0.15,12.219,0.3,siaga
0.0,0.0,0.0,43.75,33.41,28.03,7,1,13.701,0.1746,2,0.0,0.0,0.4375,0.15,14.616,0.5,waspada
15.709,24.279,94.154,34.15,8.98,0.28,2,0,4.231,0.05,2,15.709,8.0931,0.3415,0.35,3.066,0.1,waspada
118.552,206.608,462.369,96.55,23.24,25.44,11,0,8.623,0.05,3,118.552,68.8695,0.9655,0.15,22.436,0.45,awas
0.0,0.0,0.0,39.74,28.01,14.92,11,0,11.153,0.2087,2,0.0,0.0,0.3974,0.35,11.134,0.2,waspada
1.531,4.224,18.015,54.32,33.25,7.34,8,1,3.977,0.2368,3,1.531,1.4082,0.5432,0.05,18.063,0.15,siaga
0.0,0.0,0.0,91.44,9.0,24.02,10,0,20.424,0.2751,3,0.0,0.0,0.9144,0.35,8.23,0.85,siaga
3.953,11.146,26.839,44.14,14.5,31.08,10,0,14.941,0.05,3,3.953,3.7152,0.4414,0.15,6.399,0.2,siaga
0.0,0.0,0.0,93.6,35.25,28.02,3,0,21.678,0.1042,3,0.0,0.0,0.936,0.15,32.998,0.85,siaga
5.298,11.563,54.188,73.69,19.21,0.65,2,0,7.087,0.1767,2,5.298,3.8544,0.7369,0.35,14.155,0.55,siaga
